
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 0.554787 seconds (26.2 MB/s)
csr_from_coo: 0.039285 seconds, 52329 rows, 52329 columns, 2698463 nonzeros, 2 to 207 nonzeros per row, 1 threads, 52329 to 52329 rows per thread, 2698463 to 2698463 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (13 L2 ways)
gemv (warmup): 0.008212 seconds (0.167 Gnz/s, 0.657 Gflop/s, 4.1 to 6.7 GB/s)
gemv (warmup): 0.009965 seconds (0.138 Gnz/s, 0.542 Gflop/s, 3.4 to 5.5 GB/s)
gemv (warmup): 0.011105 seconds (0.124 Gnz/s, 0.486 Gflop/s, 3.0 to 4.9 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.011152 seconds (0.123 Gnz/s, 0.484 Gflop/s, 3.0 to 4.9 GB/s)
gemv: 0.011298 seconds (0.122 Gnz/s, 0.478 Gflop/s, 3.0 to 4.9 GB/s)
gemv: 0.011238 seconds (0.122 Gnz/s, 0.480 Gflop/s, 3.0 to 4.9 GB/s)
gemv: 0.011623 seconds (0.118 Gnz/s, 0.464 Gflop/s, 2.9 to 4.7 GB/s)
gemv: 0.017108 seconds (0.080 Gnz/s, 0.315 Gflop/s, 2.0 to 3.2 GB/s)
gemv: 0.016580 seconds (0.083 Gnz/s, 0.326 Gflop/s, 2.0 to 3.3 GB/s)
gemv: 0.016487 seconds (0.083 Gnz/s, 0.327 Gflop/s, 2.0 to 3.3 GB/s)
gemv: 0.016877 seconds (0.081 Gnz/s, 0.320 Gflop/s, 2.0 to 3.2 GB/s)
gemv: 0.016774 seconds (0.082 Gnz/s, 0.322 Gflop/s, 2.0 to 3.3 GB/s)
gemv: 0.016659 seconds (0.083 Gnz/s, 0.324 Gflop/s, 2.0 to 3.3 GB/s)
gemv: 0.016758 seconds (0.082 Gnz/s, 0.322 Gflop/s, 2.0 to 3.3 GB/s)
gemv: 0.016728 seconds (0.082 Gnz/s, 0.323 Gflop/s, 2.0 to 3.3 GB/s)
gemv: 0.016806 seconds (0.082 Gnz/s, 0.321 Gflop/s, 2.0 to 3.3 GB/s)
gemv: 0.016683 seconds (0.082 Gnz/s, 0.324 Gflop/s, 2.0 to 3.3 GB/s)
gemv: 0.016663 seconds (0.083 Gnz/s, 0.324 Gflop/s, 2.0 to 3.3 GB/s)
gemv: 0.016679 seconds (0.082 Gnz/s, 0.324 Gflop/s, 2.0 to 3.3 GB/s)
gemv: 0.016648 seconds (0.083 Gnz/s, 0.324 Gflop/s, 2.0 to 3.3 GB/s)
gemv: 0.017299 seconds (0.080 Gnz/s, 0.312 Gflop/s, 1.9 to 3.2 GB/s)
gemv: 0.017303 seconds (0.079 Gnz/s, 0.312 Gflop/s, 1.9 to 3.2 GB/s)
gemv: 0.017109 seconds (0.080 Gnz/s, 0.315 Gflop/s, 2.0 to 3.2 GB/s)
gemv: 0.017086 seconds (0.080 Gnz/s, 0.316 Gflop/s, 2.0 to 3.2 GB/s)
gemv: 0.017057 seconds (0.081 Gnz/s, 0.316 Gflop/s, 2.0 to 3.2 GB/s)
gemv: 0.017145 seconds (0.080 Gnz/s, 0.315 Gflop/s, 2.0 to 3.2 GB/s)
gemv: 0.017048 seconds (0.081 Gnz/s, 0.317 Gflop/s, 2.0 to 3.2 GB/s)
gemv: 0.017056 seconds (0.081 Gnz/s, 0.316 Gflop/s, 2.0 to 3.2 GB/s)
gemv: 0.017115 seconds (0.080 Gnz/s, 0.315 Gflop/s, 2.0 to 3.2 GB/s)
gemv: 0.017117 seconds (0.080 Gnz/s, 0.315 Gflop/s, 2.0 to 3.2 GB/s)
gemv: 0.017102 seconds (0.080 Gnz/s, 0.316 Gflop/s, 2.0 to 3.2 GB/s)
gemv: 0.017120 seconds (0.080 Gnz/s, 0.315 Gflop/s, 2.0 to 3.2 GB/s)
gemv: 0.017076 seconds (0.081 Gnz/s, 0.316 Gflop/s, 2.0 to 3.2 GB/s)
gemv: 0.017079 seconds (0.081 Gnz/s, 0.316 Gflop/s, 2.0 to 3.2 GB/s)
gemv: 0.017075 seconds (0.081 Gnz/s, 0.316 Gflop/s, 2.0 to 3.2 GB/s)
gemv: 0.017074 seconds (0.081 Gnz/s, 0.316 Gflop/s, 2.0 to 3.2 GB/s)
