
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 3.224112 seconds (31.9 MB/s)
csr_from_coo: 0.324919 seconds, 6686493 rows, 6686493 columns, 14027956 nonzeros, 1 to 9 nonzeros per row, 1 threads, 6686493 to 6686493 rows per thread, 14027956 to 14027956 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (12 L2 ways, 1 L1 ways)
gemv (warmup): 0.170178 seconds (0.041 Gnz/s, 0.165 Gflop/s, 1.9 to 2.3 GB/s)
gemv (warmup): 0.170356 seconds (0.041 Gnz/s, 0.165 Gflop/s, 1.9 to 2.3 GB/s)
gemv (warmup): 0.170528 seconds (0.041 Gnz/s, 0.165 Gflop/s, 1.9 to 2.3 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.170822 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.170807 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.170826 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.170880 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.170931 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.170912 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.170966 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.170971 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171031 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171020 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171107 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171102 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171075 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171070 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171139 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171106 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171118 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171160 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171166 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171179 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171149 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171195 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171196 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171231 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171260 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171259 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171280 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171252 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171246 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
gemv: 0.171236 seconds (0.041 Gnz/s, 0.164 Gflop/s, 1.9 to 2.3 GB/s)
