
OPENMP DISPLAY ENVIRONMENT BEGIN
   _OPENMP='201611'
  [host] OMP_CANCELLATION='FALSE'
  [host] OMP_DEFAULT_DEVICE='0'
  [host] OMP_DISPLAY_ENV='TRUE'
  [host] OMP_DYNAMIC='FALSE'
  [host] OMP_MAX_ACTIVE_LEVELS='2147483647'
  [host] OMP_MAX_TASK_PRIORITY='0'
  [host] OMP_NESTED='FALSE'
  [host] OMP_NUM_THREADS='1'
  [host] OMP_PLACES='cores'
  [host] OMP_PROC_BIND='close'
  [host] OMP_SCHEDULE='static'
  [host] OMP_STACKSIZE='8M'
   OMP_TARGET_OFFLOAD=DEFAULT
  [host] OMP_THREAD_LIMIT='2147483647'
  [host] OMP_TOOL_LIBRARIES: value is not defined
  [host] OMP_WAIT_POLICY='ACTIVE'
OPENMP DISPLAY ENVIRONMENT END


mtxfile_read: 1.583266 seconds (28.8 MB/s)
csr_from_coo: 0.025054 seconds, 14538 rows, 14538 columns, 1474325 nonzeros, 1 to 209 nonzeros per row, 1 threads, 14538 to 14538 rows per thread, 1474325 to 1474325 nonzeros per thread
[PAPI util] using event file: share/papi_util_a64fx_memdp.txt
enabling sector cache (7 L2 ways, 1 L1 ways)
gemv (warmup): 0.000910 seconds (1.621 Gnz/s, 3.242 Gflop/s, 19.8 to 32.7 GB/s)
gemv (warmup): 0.000847 seconds (1.740 Gnz/s, 3.479 Gflop/s, 21.3 to 35.1 GB/s)
gemv (warmup): 0.000848 seconds (1.738 Gnz/s, 3.476 Gflop/s, 21.3 to 35.0 GB/s)
[PAPI util] start recording events for region "gemv"
gemv: 0.000847 seconds (1.741 Gnz/s, 3.482 Gflop/s, 21.3 to 35.1 GB/s)
gemv: 0.000877 seconds (1.682 Gnz/s, 3.363 Gflop/s, 20.6 to 33.9 GB/s)
gemv: 0.000847 seconds (1.741 Gnz/s, 3.481 Gflop/s, 21.3 to 35.1 GB/s)
gemv: 0.000847 seconds (1.741 Gnz/s, 3.482 Gflop/s, 21.3 to 35.1 GB/s)
gemv: 0.000847 seconds (1.741 Gnz/s, 3.482 Gflop/s, 21.3 to 35.1 GB/s)
gemv: 0.000847 seconds (1.740 Gnz/s, 3.481 Gflop/s, 21.3 to 35.1 GB/s)
gemv: 0.000846 seconds (1.743 Gnz/s, 3.487 Gflop/s, 21.3 to 35.1 GB/s)
gemv: 0.000846 seconds (1.743 Gnz/s, 3.486 Gflop/s, 21.3 to 35.1 GB/s)
gemv: 0.000849 seconds (1.737 Gnz/s, 3.473 Gflop/s, 21.3 to 35.0 GB/s)
gemv: 0.000846 seconds (1.742 Gnz/s, 3.484 Gflop/s, 21.3 to 35.1 GB/s)
gemv: 0.000846 seconds (1.743 Gnz/s, 3.486 Gflop/s, 21.3 to 35.1 GB/s)
gemv: 0.000849 seconds (1.737 Gnz/s, 3.474 Gflop/s, 21.3 to 35.0 GB/s)
gemv: 0.000860 seconds (1.715 Gnz/s, 3.430 Gflop/s, 21.0 to 34.6 GB/s)
gemv: 0.000847 seconds (1.741 Gnz/s, 3.482 Gflop/s, 21.3 to 35.1 GB/s)
gemv: 0.000846 seconds (1.743 Gnz/s, 3.486 Gflop/s, 21.3 to 35.1 GB/s)
gemv: 0.000849 seconds (1.737 Gnz/s, 3.473 Gflop/s, 21.3 to 35.0 GB/s)
gemv: 0.000850 seconds (1.735 Gnz/s, 3.470 Gflop/s, 21.2 to 35.0 GB/s)
gemv: 0.000847 seconds (1.741 Gnz/s, 3.481 Gflop/s, 21.3 to 35.1 GB/s)
gemv: 0.000849 seconds (1.736 Gnz/s, 3.471 Gflop/s, 21.2 to 35.0 GB/s)
gemv: 0.000847 seconds (1.740 Gnz/s, 3.481 Gflop/s, 21.3 to 35.1 GB/s)
gemv: 0.000847 seconds (1.740 Gnz/s, 3.480 Gflop/s, 21.3 to 35.1 GB/s)
gemv: 0.000847 seconds (1.741 Gnz/s, 3.483 Gflop/s, 21.3 to 35.1 GB/s)
gemv: 0.000849 seconds (1.737 Gnz/s, 3.474 Gflop/s, 21.3 to 35.0 GB/s)
gemv: 0.000862 seconds (1.711 Gnz/s, 3.422 Gflop/s, 20.9 to 34.5 GB/s)
gemv: 0.000848 seconds (1.738 Gnz/s, 3.476 Gflop/s, 21.3 to 35.0 GB/s)
gemv: 0.000848 seconds (1.739 Gnz/s, 3.478 Gflop/s, 21.3 to 35.0 GB/s)
gemv: 0.000848 seconds (1.739 Gnz/s, 3.478 Gflop/s, 21.3 to 35.1 GB/s)
gemv: 0.000849 seconds (1.737 Gnz/s, 3.475 Gflop/s, 21.3 to 35.0 GB/s)
